x1,x2,x3,x4,date
0.6780842037945867,0.1512605042016806,0.97294046903187,0.3604651162790698,0
0.7250464501067143,0.1512605042016806,0.97294046903187,0.3604651162790698,1
0.7267512797395462,0.1428571428571428,0.97294046903187,0.3604651162790698,2
0.7304711481149971,0.1512605042016806,0.974143114852676,0.3604651162790698,3
0.7114072035959067,0.1596638655462184,0.974143114852676,0.3604651162790698,4
0.6994729898673151,0.1512605042016806,0.9747444377630788,0.3604651162790698,5
0.7301611421545943,0.1680672268907563,0.974143114852676,0.3604651162790698,6
0.7126472274375183,0.1848739495798319,0.974143114852676,0.3604651162790698,7
0.6976131572542817,0.1848739495798319,0.9759470835838846,0.3604651162790698,8
0.7300061391743928,0.1848739495798319,0.9759470835838846,0.3604651162790698,9
0.764724165797526,0.1848739495798319,0.9753457606734816,0.3604651162790698,10
0.7613143033824779,0.2016806722689075,0.9765484064942874,0.3604651162790698,11
0.7171419075645924,0.1596638655462184,0.9771497294046904,0.3604651162790698,12
0.7771233884667219,0.1848739495798319,0.9765484064942874,0.3604651162790698,13
0.7214815847114648,0.1932773109243697,0.9771497294046904,0.3604651162790698,14
0.7174519135249954,0.1260504201680672,0.9771497294046904,0.3604651162790698,15
0.7408555351909585,0.1764705882352941,0.9777510523150932,0.3604651162790698,16
0.7083075502906458,0.1260504201680672,0.978352375225496,0.3604651162790698,17
0.7140420511099472,0.134453781512605,0.9807576668671076,0.3604651162790698,18
0.7391507055581266,0.1512605042016806,0.9777510523150932,0.3604651162790698,19
0.7389957025779251,0.1932773109243697,0.978352375225496,0.3604651162790698,20
0.7227216085530767,0.1512605042016806,0.9777510523150932,0.3604651162790698,21
0.7377556787363133,0.1932773109243697,0.978352375225496,0.3604651162790698,22
0.7383756906571192,0.1176470588235294,0.9789536981358988,0.3604651162790698,23
0.7444201974368235,0.1848739495798319,0.978352375225496,0.3604651162790698,24
0.7202417640192375,0.1512605042016806,0.9777510523150932,0.3604651162790698,25
0.7208617759400433,0.1848739495798319,0.9789536981358988,0.3604651162790698,26
0.7614693063626793,0.1428571428571428,0.9771497294046904,0.3604651162790698,27
0.7213267848806477,0.1596638655462184,0.9771497294046904,0.3604651162790698,28
0.7010228165199455,0.1260504201680672,0.9771497294046904,0.3604651162790698,29
0.7611593004022764,0.1428571428571428,0.9777510523150932,0.3604651162790698,30
0.7124922244573169,0.1848739495798319,0.9789536981358988,0.3604651162790698,31
0.73589584612328,0.1764705882352941,0.9765484064942874,0.3604651162790698,32
0.7126472274375183,0.1260504201680672,0.9777510523150932,0.3604651162790698,33
0.6986979749663077,0.1764705882352941,0.9771497294046904,0.2587209302325581,34
0.7242714352057071,0.134453781512605,0.9777510523150932,0.2587209302325581,35
0.7128022304177198,0.1680672268907563,0.9771497294046904,0.2587209302325581,36
0.7499998984253078,0.1848739495798319,0.9777510523150932,0.2587209302325581,37
0.7340360135102467,0.1764705882352941,0.9771497294046904,0.2587209302325581,38
0.731091160035803,0.1680672268907563,0.9777510523150932,0.2587209302325581,39
0.7887475962349106,0.1596638655462184,0.9777510523150932,0.2587209302325581,40
0.7366708610242874,0.1260504201680672,0.978352375225496,0.2587209302325581,41
0.699782995827718,0.1260504201680672,0.9771497294046904,0.2587209302325581,42
0.696063127452267,0.1260504201680672,0.9777510523150932,0.2587209302325581,43
0.7292311242733854,0.1092436974789915,0.979555021046302,0.2587209302325581,44
0.7499998984253078,0.134453781512605,0.9789536981358988,0.2587209302325581,45
0.749689892464905,0.1092436974789915,0.979555021046302,0.2587209302325581,46
0.7038126670141875,0.1680672268907563,0.978352375225496,0.2587209302325581,47
